500
0	70	0.322
0	122	0.765
0	346	0.355
0	326	0.705
1	2	0.646
1	449	0.620
2	84	0.876
2	82	0.745
2	457	0.649
2	15	0.138
2	132	0.041
2	473	0.102
3	104	0.594
3	409	0.027
3	442	0.778
3	422	0.837
3	36	0.462
3	373	0.409
3	342	0.334
3	289	0.468
4	440	0.219
4	120	0.270
4	376	0.677
4	34	0.542
4	383	0.450
4	6	0.304
4	24	0.883
4	7	0.493
4	355	0.279
5	364	0.876
5	97	0.179
5	35	0.109
6	117	0.380
6	12	0.905
6	260	0.112
6	200	0.433
6	56	0.101
6	93	0.890
6	183	0.040
6	292	0.031
6	311	0.899
6	426	0.535
6	259	0.518
6	252	0.268
6	255	0.934
6	201	0.892
7	400	0.585
7	141	0.859
7	208	0.739
7	466	0.255
7	243	0.997
7	116	0.882
7	343	0.021
7	15	0.182
7	283	0.443
8	319	0.038
8	184	0.001
8	492	0.981
8	11	0.181
8	234	0.089
8	289	0.348
9	33	0.900
9	342	0.144
9	380	0.211
9	280	0.496
9	310	0.695
9	123	0.011
10	307	0.570
10	299	0.463
11	399	0.652
11	374	0.736
11	373	0.375
11	344	0.432
11	273	0.830
11	102	0.783
11	18	0.186
11	25	0.943
11	366	0.977
11	35	0.104
11	253	0.132
11	181	0.216
12	450	0.659
12	296	0.282
12	111	0.358
12	460	0.579
12	388	0.571
12	440	0.326
12	56	0.270
12	141	0.605
12	464	0.715
12	459	0.219
12	96	0.550
12	403	0.941
13	410	0.043
13	142	0.552
13	294	0.869
13	16	0.692
13	484	0.846
13	2	0.166
13	165	0.175
13	367	0.563
13	247	0.080
13	102	0.956
13	108	0.410
15	50	0.269
15	150	0.819
15	363	0.907
15	388	0.053
15	496	0.108
15	381	0.811
15	32	0.055
15	248	0.515
15	14	0.934
15	183	0.146
15	404	0.808
15	255	0.331
16	328	0.454
16	271	0.839
16	24	0.033
16	451	0.761
17	467	0.678
17	10	0.985
17	275	0.931
17	470	0.347
17	342	0.697
17	91	0.859
17	478	0.712
17	170	0.402
18	498	0.072
18	239	0.922
18	255	0.399
18	145	0.192
19	161	0.345
19	171	0.121
19	158	0.999
19	11	0.704
19	324	0.390
19	441	0.908
19	360	0.511
19	103	0.776
19	378	0.610
19	474	0.956
19	136	0.614
20	344	0.718
20	46	0.611
20	58	0.547
20	45	0.158
20	39	0.786
21	150	0.070
21	421	0.698
21	367	0.190
22	47	0.313
22	351	0.758
22	275	0.371
22	158	0.366
22	166	0.429
22	203	0.652
22	418	0.307
22	82	0.435
22	488	0.207
22	64	0.355
22	491	0.308
22	298	0.801
22	30	0.737
22	114	0.742
23	300	0.460
23	110	0.975
23	455	0.519
23	16	0.410
23	405	0.457
23	383	0.875
23	262	0.028
23	467	0.359
23	420	0.275
23	221	0.653
24	172	0.973
24	441	0.873
24	207	0.160
24	114	0.656
24	307	0.662
24	446	0.889
24	219	0.284
24	101	0.302
24	263	0.329
24	412	0.430
24	292	0.288
25	433	0.872
25	375	0.089
26	486	0.203
26	428	0.221
26	242	0.933
26	56	0.667
26	414	0.885
26	484	0.218
26	348	0.665
27	112	0.469
27	159	0.898
27	473	0.582
27	351	0.383
27	172	0.970
27	231	0.423
28	306	0.701
28	215	0.896
28	378	0.357
29	346	0.531
29	126	0.094
29	325	0.548
29	246	0.452
29	472	0.554
29	323	0.028
29	230	0.377
29	343	0.014
29	334	0.196
29	110	0.816
29	30	0.637
29	460	0.356
30	167	0.395
30	198	0.404
30	180	0.937
31	118	0.334
31	395	0.262
31	367	0.199
31	255	0.119
31	94	0.289
31	3	0.815
31	402	0.794
31	350	0.494
31	219	0.765
31	469	0.557
31	456	0.503
32	315	0.532
32	288	0.749
32	484	0.697
32	350	0.811
32	325	0.447
32	227	0.860
32	123	0.849
32	41	0.229
33	424	0.686
33	282	0.284
33	93	0.717
33	353	0.657
34	20	0.135
34	271	0.748
34	377	0.748
34	162	0.333
34	299	0.529
34	356	0.846
35	190	0.342
36	134	0.075
37	119	0.180
37	362	0.862
37	168	0.126
37	366	0.539
37	439	0.333
38	425	0.111
38	429	0.792
38	129	0.857
38	239	0.334
38	167	0.628
38	468	0.145
39	273	0.554
39	271	0.681
39	462	0.310
39	232	0.978
39	20	0.400
39	59	0.658
39	395	0.744
39	463	0.788
39	187	0.082
39	216	0.343
40	52	0.324
40	27	0.165
41	81	0.089
41	132	0.181
41	347	0.347
41	309	0.776
41	436	0.123
41	5	0.873
41	414	0.051
41	37	0.093
42	249	0.542
43	124	0.074
43	253	0.977
43	85	0.468
43	435	0.944
43	281	0.677
43	329	0.703
43	200	0.496
43	494	0.012
43	129	0.323
43	375	0.790
43	240	0.966
43	430	0.338
44	460	0.800
44	318	0.913
44	417	0.553
44	197	0.272
44	411	0.168
44	422	0.024
44	165	0.291
44	494	0.088
44	41	0.038
44	441	0.162
45	244	0.439
45	313	0.501
45	147	0.740
45	473	0.684
45	441	0.398
45	461	0.211
45	130	0.091
45	392	0.744
45	412	0.323
45	98	0.764
45	413	0.914
46	267	0.208
46	254	0.856
46	261	0.751
46	421	0.450
46	289	0.161
46	355	0.535
46	36	0.174
46	180	0.230
46	300	0.753
46	120	0.206
46	333	0.380
47	300	0.185
47	93	0.728
47	357	0.897
47	112	0.047
48	257	0.689
48	361	0.275
48	469	0.348
48	78	0.470
48	479	0.712
48	278	0.135
48	341	0.719
48	367	0.995
48	168	0.840
48	297	0.594
48	84	0.540
49	24	0.959
49	491	0.281
49	395	0.038
49	353	0.479
49	308	0.742
49	370	0.626
50	495	0.345
50	268	0.075
50	15	0.037
50	11	0.938
50	203	0.143
50	10	0.093
50	455	0.398
50	266	0.553
50	312	0.478
50	227	0.166
50	58	0.487
50	32	0.534
50	285	0.566
50	405	0.790
51	373	0.035
51	213	0.696
51	68	0.445
51	299	0.227
51	141	0.471
51	468	0.432
51	176	0.129
51	10	0.745
